0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.118074	101300.000000	298.000000
0.000003	83.775804	0.123726	101300.000000	298.000000
0.000003	83.775804	0.132394	101300.000000	298.000000
0.000003	83.775804	0.141063	101300.000000	298.000000
0.000003	83.775804	0.152882	101300.000000	298.000000
0.000003	83.775804	0.167394	101300.000000	298.000000
0.000003	83.775804	0.186181	101300.000000	298.000000
0.000003	83.775804	0.212320	101300.000000	298.000000
0.000003	83.775804	0.253411	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286735	101300.000000	298.000000
0.000003	83.775804	0.286736	101300.000000	298.000000
0.000003	83.775804	0.286741	101300.000000	298.000000
0.000003	83.775804	0.286764	101300.000000	298.000000
0.000003	83.775804	0.286882	101300.000000	298.000000
0.000003	83.775804	0.287468	101300.000000	298.000000
0.000003	83.775804	0.287468	101300.000000	298.000000
0.000003	83.775804	0.288054	101300.000000	298.000000
0.000003	83.775804	0.290984	101300.000000	298.000000
0.000003	83.775804	0.305599	101300.000000	298.000000
0.000003	83.775804	0.305599	101300.000000	298.000000
0.000003	83.775804	0.320253	101300.000000	298.000000
0.000003	83.775804	0.338574	101300.000000	298.000000
0.000003	83.775804	0.338574	101300.000000	298.000000
0.000003	83.775804	0.371560	101300.000000	298.000000
0.000003	83.775804	0.520924	101300.000000	298.000000
0.000003	83.775804	0.520924	101300.000000	298.000000
0.000003	83.775804	0.538394	101300.000000	298.000000
0.000003	83.775804	0.538394	101300.000000	298.000000
0.000003	83.775804	0.547576	101300.000000	298.000000
0.000003	83.775804	0.547576	101300.000000	298.000000
0.000003	83.775804	0.556758	101300.000000	298.000000
0.000003	83.775804	0.602685	101300.000000	298.000000
0.000003	83.775804	0.832637	101300.000000	298.000000
0.000003	83.775804	0.907664	101300.000000	298.000000
0.000003	83.775804	0.907664	101300.000000	298.000000
0.000003	83.775804	0.911326	101300.000000	298.000000
0.000003	83.775804	0.911326	101300.000000	298.000000
0.000003	83.775804	0.911326	101300.000000	298.000000
0.000003	83.775804	0.911326	101300.000000	298.000000
0.000003	83.775804	0.911326	101300.000000	298.000000
0.000003	83.775804	0.911326	101300.000000	298.000000
0.000003	83.775804	0.911327	101300.000000	298.000000
0.000003	83.775804	0.911332	101300.000000	298.000000
